name;company;technology;job;location.city;location.country;salary.low;salary.high;salary.currency;salary;is_senior
business analyst/senior business analyst;SoftServe;;data analyst;zdalna;B/D;11000.0;21500.0;PLN;;0
power bi developer / data analyst;Objectivity;;data analyst;zdalna;B/D;14000.0;20000.0;PLN;;0
junior data analyst;Coinfirm;;data analyst;zdalna;B/D;3100.0;5000.0;PLN;;0
data analyst;Packhelp;;data analyst;warszawa;POL;13000.0;15000.0;PLN;;0
data analyst (analityk danych);Alterdata.io sp. z o.o.;;data analyst;zdalna;B/D;12000.0;18000.0;PLN;;0
junior application consultant;Syncron Sp. z o.o.;;data analyst;zdalna;B/D;5500.0;8300.0;PLN;;0
junior data analyst;Colliers Poland;;data analyst;warszawa;POL;8500.0;12000.0;PLN;;0
data business analyst (remote);Mindbox;;data analyst;zdalna;B/D;21000.0;25095.0;PLN;;0
data analyst - 100% remote;AVENGA;;data analyst;zdalna;B/D;18480.0;21840.0;PLN;;0
ux researcher;NOVOMATIC Technologies Poland S.A.;;data analyst;zdalna;B/D;10080.0;18970.0;PLN;;0
data analyst and developer;Schneider Electric;;data analyst;zdalna;B/D;16149.0;24234.0;PLN;;0
digital marketing business analyst;Elitmind;;data analyst;zdalna;B/D;14000.0;21000.0;PLN;;0
data analyst;Onelo S.A.;;data analyst;zdalna;B/D;13650.0;23100.0;PLN;;0
javascript developer;Sigma IT Polska;;data analyst;zdalna;B/D;20000.0;22340.0;PLN;;0
senior data analyst;Devire;;data analyst;zdalna;B/D;18000.0;24000.0;PLN;;1
data analyst - ml platform;FLYR Poland sp.z.o.o;;data analyst;kraków;POL;10000.0;16000.0;PLN;;0
junior data analyst;John Leggy;;data analyst;warszawa;POL;5000.0;7000.0;PLN;;0
business analyst;Link Group;;data analyst;zdalna;B/D;13440.0;25200.0;PLN;;0
data analyst;John Leggy;;data analyst;warszawa;POL;7000.0;12000.0;PLN;;0
product data analyst;Jamf;;data analyst;zdalna;B/D;6500.0;8500.0;PLN;;0
data analyst;Devire Sp. z o.o.;;data analyst;warszawa;POL;10000.0;20000.0;PLN;;0
product data analyst;No Fluff Jobs;;data analyst;zdalna;B/D;12000.0;18000.0;PLN;;0
ui designer;HL Tech;;data analyst;zdalna;B/D;8000.0;11000.0;PLN;;0
data analyst (private equity);Devire;;data analyst;warszawa;POL;12000.0;18000.0;PLN;;0
sales development representative;Netguru;;data analyst;zdalna;B/D;5000.0;7600.0;PLN;;0
data analyst;BlueSoft Sp. z o.o.;;data analyst;zdalna;B/D;15120.0;21840.0;PLN;;0
senior product designer;Netguru;;data analyst;zdalna;B/D;16800.0;24500.0;PLN;;1
data analyst;Secret Sauce Partners, Inc.;;data analyst;zdalna;B/D;8799.0;17598.0;PLN;;0
data engineer;Link Group;;data engineer;zdalna;B/D;19169.0;31150.0;PLN;;0
data warehouse engineer;Zonda Exchange;;data engineer;zdalna;B/D;17000.0;32000.0;PLN;;0
lead data engineer  (remote);Mindbox;;data engineer;zdalna;B/D;29400.0;32550.0;PLN;;0
data engineer;STX Next;;data engineer;zdalna;B/D;16800.0;25200.0;PLN;;0
azure data engineer with pyspark;Lingaro;;data engineer;zdalna;B/D;26880.0;30240.0;PLN;;0
data engineer (sql, python, cloud);Alterdata.io sp. z o.o.;;data engineer;zdalna;B/D;14000.0;22000.0;PLN;;0
remote senior aws data engineer;ClearScale;;data engineer;zdalna;B/D;28000.0;38000.0;PLN;;0
dwh/big data engineer;Sii Polska;;data engineer;zdalna;B/D;21000.0;26250.0;PLN;;0
senior data analytics engineer;Coforge;;data engineer;zdalna;B/D;46200.0;46200.0;PLN;;1
middle/senior data engineer (python);Provectus;;data engineer;zdalna;B/D;10923.0;21847.0;PLN;;0
senior scala big data engineer;Altimetrik Poland;;data engineer;zdalna;B/D;20000.0;28000.0;PLN;;1
senior data engineer;Coople;;data engineer;zdalna;B/D;18000.0;33000.0;PLN;;1
data engineer;GetInData;;data engineer;zdalna;B/D;20160.0;30240.0;PLN;;0
data engineer;GetInData;;data engineer;zdalna;B/D;20160.0;30240.0;PLN;;0
data scientist / ml engineer;SpyroSoft;;data engineer;wroclaw;"POL
 + 4";18480.0;21840.0;PLN;;0
data engineer;Devire;;data engineer;zdalna;B/D;13440.0;18480.0;PLN;;0
remote data science engineer;apreel Sp. z o.o.;;data engineer;zdalna;B/D;20160.0;28560.0;PLN;;0
data engineer;Shiji Poland;;data engineer;zdalna;B/D;15000.0;20000.0;PLN;;0
data engineer;Sollers Consulting;;data engineer;warszawa;"POL
 + 8";13000.0;18000.0;PLN;;0
bi developer / data engineer;Objectivity;;data engineer;zdalna;B/D;17600.0;25000.0;PLN;;0
data engineer with python;Lingaro;;data engineer;zdalna;B/D;13440.0;20160.0;PLN;;0
junior data engineer;FOTC;;data engineer;zdalna;B/D;5500.0;7500.0;PLN;;0
sql data engineer;Onelo S.A.;;data engineer;zdalna;B/D;13650.0;16800.0;PLN;;0
mid python data engineer;Acaisoft Poland Sp. z.o.o;;data engineer;zdalna;B/D;12000.0;19000.0;PLN;;0
azure data engineer;Alterdata.io sp. z o.o.;;data engineer;zdalna;B/D;14000.0;22000.0;PLN;;0
lead operational data engineer;Link Group Sp. z o. o.;;data engineer;zdalna;B/D;30240.0;33600.0;PLN;;0
senior operational data engineer;Link Group Sp. z o. o.;;data engineer;zdalna;B/D;25200.0;30240.0;PLN;;1
data engineer;esky.pl S.A.;;data engineer;zdalna;B/D;11000.0;14000.0;PLN;;0
operational data engineer;Link Group Sp. z o. o.;;data engineer;zdalna;B/D;20160.0;23520.0;PLN;;0
big data engineer;Allegro;;data engineer;poznań;"POL
 + 4";12500.0;17000.0;PLN;;0
senior big data engineer;Allegro;;data engineer;poznań;"POL
 + 4";16500.0;22500.0;PLN;;1
data engineer;Surfer;;data engineer;zdalna;B/D;15000.0;30000.0;PLN;;0
data engineer;Orange Polska;;data engineer;warszawa;POL;9000.0;18000.0;PLN;;0
etl data engineer-professional;AVENGA;;data engineer;zdalna;B/D;16464.0;16800.0;PLN;;0
remote big data software engineer;SoftServe;;data engineer;zdalna;B/D;16000.0;24000.0;PLN;;0
senior data & energy engineer;IIIT;;data engineer;zdalna;B/D;25000.0;34000.0;PLN;;1
data engineer/ sql developer;CBRE Business Services Organisation;;data engineer;zdalna;B/D;17000.0;23000.0;PLN;;0
python data engineer;Placeise;;data engineer;kraków;POL;17000.0;21000.0;PLN;;0
mlops / data science engineer;Volue;;data engineer;gdańsk;POL;18500.0;23500.0;PLN;;0
regular/senior cloud data engineer;IHS Markit;;data engineer;zdalna;B/D;13000.0;19000.0;PLN;;0
data engineer - technical leader;Acaisoft Poland Sp. z.o.o;;data engineer;zdalna;B/D;27000.0;35000.0;PLN;;0
senior/expert data engineer;Acaisoft Poland Sp. z.o.o;;data engineer;zdalna;B/D;20000.0;33000.0;PLN;;1
data engineer - technical leader;Acaisoft Poland Sp. z.o.o;;data engineer;zdalna;B/D;27000.0;35000.0;PLN;;0
backend engineer - data platform;Sumo Logic;;data engineer;zdalna;B/D;20000.0;28000.0;PLN;;0
data engineer;AXA Avanssur SA Spółka Akcyjna Oddział II  Polsce;;data engineer;zdalna;B/D;17000.0;29000.0;PLN;;0
senior data engineer (data science);BlackSan Technologies;;data engineer;zdalna;B/D;18000.0;26000.0;PLN;;1
senior big data engineer;Devire;;data engineer;zdalna;B/D;26000.0;32000.0;PLN;;1
junior data engineer;Business Reporting - Advisory Group (BRAG);;data engineer;zdalna;B/D;7500.0;10000.0;PLN;;0
data quality engineer;Devire;;data engineer;zdalna;B/D;20000.0;20000.0;PLN;;0
mid / senior cloud data engineer;Capgemini;;data engineer;krakow;"POL
 + 4";13000.0;20000.0;PLN;;0
senior data engineer (data science hub);Allegro;;data engineer;warszawa;"POL
 + 8";16500.0;22500.0;PLN;;1
mid data engineer (etl /aws /snowflake);Svitla Systems, Inc.;;data engineer;zdalna;B/D;15292.0;24031.0;PLN;;0
python engineer (retraining to big data);SoftServe Poland;;data engineer;zdalna;B/D;13000.0;23000.0;PLN;;0
data engineer-professional;AVENGA;;data engineer;zdalna;B/D;16464.0;16800.0;PLN;;0
bi data engineer;Link Group;;data engineer;zdalna;B/D;15120.0;18480.0;PLN;;0
data engineer (data science hub);Allegro;;data engineer;warszawa;"POL
 + 8";12500.0;17000.0;PLN;;0
it data engineer;B. Braun Business Services Poland;;data engineer;poznań;"POL
 + 1";5000.0;7500.0;PLN;;0
azure data engineer;Onelo S.A.;;data engineer;zdalna;B/D;13650.0;23100.0;PLN;;0
data engineer;Insight (Division of nexergroup.com);;data engineer;zdalna;B/D;16000.0;26200.0;PLN;;0
data engineer;Devire;;data engineer;zdalna;B/D;16000.0;20000.0;PLN;;0
data engineer-senior;AVENGA;;data engineer;zdalna;B/D;18480.0;20160.0;PLN;;0
data engineer-pofessional;AVENGA;;data engineer;zdalna;B/D;20160.0;21840.0;PLN;;0
data engineer-pofessional;AVENGA;;data engineer;zdalna;B/D;15960.0;16968.0;PLN;;0
data engineer-pofessional;AVENGA;;data engineer;zdalna;B/D;13440.0;16800.0;PLN;;0
data engineer;IIIT;;data engineer;zdalna;B/D;20000.0;30000.0;PLN;;0
data engineer (blockchain analytics);Ramp Netork;;data engineer;warszawa;"POL
 + 2";18000.0;24000.0;PLN;;0
senior scala big data engineer;VirtusLab;;data engineer;zdalna;B/D;21000.0;27000.0;PLN;;1
remote mid/senior data engineer;Planday;;data engineer;zdalna;B/D;20000.0;30000.0;PLN;;0
gcp data engineer;GetInData;;data engineer;zdalna;B/D;25200.0;33600.0;PLN;;0
remote data engineer (mid-level);Propdo;;data engineer;zdalna;B/D;12000.0;15000.0;PLN;;0
big data engineer with java;Devire Sp. z o.o.;;data engineer;zdalna;B/D;26880.0;31920.0;PLN;;0
senior data engineer;IIIT;;data engineer;zdalna;B/D;25000.0;34000.0;PLN;;1
remote data engineer;TantusData;;data engineer;zdalna;B/D;28000.0;40000.0;PLN;;0
data engineer;Avanade Poland;;data engineer;zdalna;B/D;15120.0;25200.0;PLN;;0
junior data engineer;kaes;;data engineer;malbork;POL;4000.0;7000.0;PLN;;0
data engineer;Devire;;data engineer;zdalna;B/D;31920.0;36960.0;PLN;;0
data & process engineer (chemical eng.);IIIT;;data engineer;zdalna;B/D;25000.0;34000.0;PLN;;0
azure big data engineer with python;Sii Polska;;data engineer;zdalna;B/D;16800.0;29400.0;PLN;;0
dwh/big data engineer;Sii Polska;;data engineer;zdalna;B/D;21000.0;26250.0;PLN;;0
data engineer;dentsu Polska;;data engineer;warszawa;POL;13000.0;16000.0;PLN;;0
remote data engineer;Mindbox S.A.;;data engineer;zdalna;B/D;23100.0;30450.0;PLN;;0
data engineer;Avanade Poland;;data engineer;warszawa;POL;15000.0;25000.0;PLN;;0
data engineer (microsoft);Onelo S.A.;;data engineer;zdalna;B/D;13650.0;17850.0;PLN;;0
data engineer;Phorest;;data engineer;zdalna;B/D;16773.0;23962.0;PLN;;0
data engineer;Ringier Axel Springer Tech;;data engineer;zdalna;B/D;10100.0;16900.0;PLN;;0
scala big data engineer;VirtusLab;;data engineer;zdalna;B/D;15000.0;22000.0;PLN;;0
software engineer (scala) | big data;Adform Sp. z o.o.;;data engineer;zdalna;B/D;18000.0;21000.0;PLN;;0
data engineer- junior;AVENGA;;data engineer;zdalna;B/D;13440.0;16800.0;PLN;;0
remote data engineer;Codahead;;data engineer;zdalna;B/D;13440.0;22008.0;PLN;;0
data engineer junior;AVENGA;;data engineer;zdalna;B/D;13440.0;16800.0;PLN;;0
senior data engineer;DATAPAO Kft.;;data engineer;zdalna;B/D;13827.0;22626.0;PLN;;1
junior data engineer;DATAPAO Kft.;;data engineer;budapest;HUN;7542.0;9427.0;PLN;;0
senior data engineer;Hearsay;;data engineer;budapest;HUN;12570.0;20112.0;PLN;;1
data engineer;IncepTech Kft.;;data engineer;budapest;HUN;11313.0;22626.0;PLN;;0
data engineer;Manuvia Expert Recruitment;;data engineer;budapest;HUN;10056.0;16341.0;PLN;;0
remote senior data scientist;Silent Eight;;data scientist;zdalna;B/D;21000.0;25500.0;PLN;;0
data scientist;SKYBLU;;data scientist;zdalna;B/D;10080.0;20160.0;PLN;;0
data scientist / ml engineer;SpyroSoft;;data scientist;wroclaw;"POL
 + 4";18480.0;21840.0;PLN;;0
expert data scientist;ING BANK ŚLĄSKI SPÓŁKA AKCYJNA;;data scientist;zdalna;B/D;10000.0;16000.0;PLN;;0
senior data scientist;Moneyflo;;data scientist;zdalna;B/D;14377.0;19169.0;PLN;;1
remote data scientist;AVENGA;;data scientist;zdalna;B/D;15120.0;24360.0;PLN;;0
remote data science engineer;apreel Sp. z o.o.;;data scientist;zdalna;B/D;20160.0;28560.0;PLN;;0
senior data scientist;Eork Group;;data scientist;zdalna;B/D;18000.0;25000.0;PLN;;1
data scientist;Pixel Technology Sp. z o.o.;;data scientist;łódź;POL;8000.0;16000.0;PLN;;0
senior data scientist / team lead;Link Group;;data scientist;warszawa;"POL
 + 3";17000.0;19000.0;PLN;;1
data scientist;ReSpo.Vision;;data scientist;warszawa;POL;13000.0;20000.0;PLN;;0
junior data scientist;EMPIK S. A.;;data scientist;warszawa;POL;4000.0;8000.0;PLN;;0
data scientist;Orange Polska;;data scientist;warszawa;POL;9000.0;18000.0;PLN;;0
remote data scientist;Addepto;;data scientist;zdalna;B/D;16800.0;23520.0;PLN;;0
remote data scientist;Divante S.A.;;data scientist;zdalna;B/D;13272.0;18648.0;PLN;;0
senior data scientist nlp;BlackSan Technologies;;data scientist;zdalna;B/D;16000.0;26000.0;PLN;;1
senior data scientist;Link Group;;data scientist;zdalna;B/D;30240.0;33600.0;PLN;;1
data scientist;Altimetrik Poland;;data scientist;zdalna;B/D;18000.0;22000.0;PLN;;0
data scientist;GetInData;;data scientist;zdalna;B/D;20160.0;30240.0;PLN;;0
senior data scientist;IIIT;;data scientist;zdalna;B/D;20000.0;28000.0;PLN;;1
junior data scientist;Cenatorium;;data scientist;warszawa;POL;4500.0;6500.0;PLN;;0
data scientist (mid/senior);Onelo S.A.;;data scientist;zdalna;B/D;13650.0;17850.0;PLN;;0
lead data scientist;Adform Sp. z o.o.;;data scientist;warszawa;POL;22000.0;30000.0;PLN;;0
data scientist;Grupa Invicta;;data scientist;sopot;POL;7000.0;12500.0;PLN;;0
data scientist;Manuvia Expert Recruitment;;data scientist;budapest;HUN;10684.0;13827.0;PLN;;0
java developer;Cisco;;java;zdalna;B/D;13000.0;23000.0;PLN;;0
software engineering technical leader;Cisco;;java;zdalna;B/D;17000.0;25000.0;PLN;;0
java developer;Chargify;;java;zdalna;B/D;10000.0;14000.0;PLN;;0
remote java developer;Deskset Softare Sp. z o.o.;;java;zdalna;B/D;12000.0;18000.0;PLN;;0
junior fullstack developer;Enamor International Sp. z o.o.;;java;warszawa;POL;9000.0;18000.0;PLN;;0
senior/tech lead java developer;Spyrosoft;;java;zdalna;B/D;18480.0;29400.0;PLN;;1
senior java software engineer (zeropark);Codeise;;java;zdalna;B/D;18400.0;25300.0;PLN;;1
senior software engineer;Akamai;;java;zdalna;B/D;13750.0;19500.0;PLN;;1
java engineer;TouK;;java;warszawa;POL;12936.0;22512.0;PLN;;0
java software engineer (microservices);Crestt;;java;zdalna;B/D;21000.0;31080.0;PLN;;0
java developer;Nekken;;java;warszawa;POL;6000.0;11000.0;PLN;;0
java developer (microservices);ConSol Austria Softare GmbH;;java;zdalna;B/D;10080.0;16800.0;PLN;;0
software engineer, backend (voluum);Codeise;;java;zdalna;B/D;13800.0;18400.0;PLN;;0
java developer;Poznań Supercomputing and Netorking Center;;java;poznań;POL;9000.0;17000.0;PLN;;0
senior software engineer backend(voluum);Codeise;;java;zdalna;B/D;18400.0;25300.0;PLN;;1
java game developer;Evolution;;java;warszawa;POL;19500.0;25760.0;PLN;;0
remote java engineer;apreel Sp. z o.o.;;java;zdalna;B/D;23520.0;31584.0;PLN;;0
java developer (service mesh);ING BANK ŚLĄSKI SPÓŁKA AKCYJNA;;java;zdalna;B/D;9000.0;16000.0;PLN;;0
java developer | fintech;JCommerce Sp z o o;;java;zdalna;B/D;13440.0;21840.0;PLN;;0
junior java developer;Anya Consultancy Services;;java;zdalna;B/D;8786.0;9984.0;PLN;;0
paas cloud architect;Silent Eight;;java;zdalna;B/D;28000.0;35000.0;PLN;;0
senior software developer (full-cycle);Amay GBS;;java;kraków;POL;14000.0;20000.0;PLN;;1
solution delivery engineer;Amartus Polska Sp. z o.o.;;java;zdalna;B/D;10000.0;16000.0;PLN;;0
java developer;Citi Service Center;;java;warszawa;POL;10000.0;20000.0;PLN;;0
lead java developer;Citi Service Center;;java;warszawa;POL;14300.0;28600.0;PLN;;0
backend developer;Orange Polska;;java;warszawa;POL;9000.0;18000.0;PLN;;0
java developer;Positive Geeks Sp. z o.o.;;java;zdalna;B/D;17500.0;25000.0;PLN;;0
java developer;AMSORT Sp. z o.o.;;java;warszawa;POL;10000.0;15000.0;PLN;;0
senior java engineer;Klika Tech Spółka Z Ograniczoną Odpoiedzialnością;;java;wrocław;"POL
 + 2";21000.0;29400.0;PLN;;1
fullstack java developer;Solit SA;;java;zdalna;B/D;14000.0;18000.0;PLN;;0
software jvm engineer;Ringier Axel Springer Tech;;java;zdalna;B/D;11000.0;21100.0;PLN;;0
java developer;Przedsiębiorsto Państoe „Porty Lotnicze”;;java;warszawa;POL;11000.0;17000.0;PLN;;0
team lead software engineer;AUTO1 Group;;java;zdalna;B/D;22000.0;28000.0;PLN;;0
java engineer;AUTO1 Group;;java;zdalna;B/D;12000.0;17000.0;PLN;;0
senior java engineer;AUTO1 Group;;java;zdalna;B/D;20000.0;25000.0;PLN;;1
java developer;Blackbelt Holding Zrt;;java;zdalna;B/D;10056.0;17598.0;PLN;;0
java fejlesztő;OTP Mobil Kft.;;java;budapest;HUN;8799.0;16341.0;PLN;;0
java developer;JCommerce Sp z o o;;java;zdalna;B/D;21840.0;23520.0;PLN;;0
java developer;SquareOne;;java;zdalna;B/D;22000.0;30000.0;PLN;;0
fullstack developer (java + angular);Devire;;java;warszawa;POL;18480.0;21840.0;PLN;;0
senior java engineer - 100% remote;AVENGA;;java;zdalna;B/D;25200.0;30240.0;PLN;;1
remote java developer;People Trust Sp. z o.o.;;java;zdalna;B/D;16800.0;20160.0;PLN;;0
remote senior java backend developer;Kontomatik Sp. z o.o.;;java;zdalna;B/D;20000.0;26000.0;PLN;;0
java developer - 100%  remote;AVENGA;;java;zdalna;B/D;16000.0;32000.0;PLN;;0
junior java developer;Bravura Solutions Polska Sp. z o.o.;;java;zdalna;B/D;7000.0;10000.0;PLN;;0
remote mid/senior java developer;Espeo Softare;;java;zdalna;B/D;11880.0;23760.0;PLN;;0
java/kotlin developer;Kinguin Poland Sp. z o. o.;;java;zdalna;B/D;12000.0;18000.0;PLN;;0
java developer;Devire;;java;zdalna;B/D;16800.0;25200.0;PLN;;0
java software developer;IN Team;;java;zdalna;B/D;18480.0;26880.0;PLN;;0
junior java developer;DPDgroup IT Solutions Hungary Kft;;java;budapest;HUN;5656.0;6285.0;PLN;;0
java developer;CrustLab;;java;zdalna;B/D;12500.0;24000.0;PLN;;0
java software architect;Freeport Metrics;;java;warszawa;POL;30240.0;36960.0;PLN;;0
java developer;FIS Techlology Services (Poland) Sp. z o.o.;;java;wroclaw;POL;16000.0;18000.0;PLN;;0
remote lead backend java developer;Softengi;;java;zdalna;B/D;20973.0;27527.0;PLN;;0
senior java developer;Clurgo Sp. z o.o.;;java;zdalna;B/D;18480.0;25200.0;PLN;;1
remote solution architect (java/kotlin);One Company;;java;zdalna;B/D;21800.0;27400.0;PLN;;0
software engineering manager;Trade Ledger;;java;zdalna;B/D;30000.0;35000.0;PLN;;0
java developer;Devire;;java;zdalna;B/D;18480.0;24360.0;PLN;;0
senior java developer;AVENGA;;java;zdalna;B/D;30240.0;36960.0;PLN;;1
java tech lead;A4BEE Sp. z o.o.;;java;zdalna;B/D;20000.0;32000.0;PLN;;0
java engineer;Grid Dynamics;;java;zdalna;B/D;16000.0;25000.0;PLN;;0
software engineer / ab tester;System Verification;;java;zdalna;B/D;20000.0;30000.0;PLN;;0
senior java engineer;EPAM;;java;zdalna;B/D;12000.0;18000.0;PLN;;1
senior java software developer;Volvo Group;;java;wrocław;POL;15000.0;20500.0;PLN;;1
software engineer;HARMAN Connected Services;;java;łódź;POL;9800.0;14900.0;PLN;;0
senior software engineer;HARMAN Connected Services;;java;łódź;POL;12000.0;24000.0;PLN;;1
java engineer (mid/senior);Emerge Soft Sp. z o.o.;;java;zdalna;B/D;19000.0;26000.0;PLN;;0
java fullstack developer;Syncron Sp. z o.o.;;java;zdalna;B/D;13300.0;23000.0;PLN;;0
mid/senior java backend engineer;Syncron Sp. z o.o.;;java;zdalna;B/D;13300.0;23000.0;PLN;;0
principal java algorithm engineer;Syncron Sp. z o.o.;;java;zdalna;B/D;19300.0;28200.0;PLN;;0
junior java developer;Inteca;;java;wrocław;POL;5000.0;8000.0;PLN;;0
junior fullstack java developer;InfiniteProgress;;java;wrocław;POL;5000.0;10000.0;PLN;;0
junior java developer;Exorigo-Upos;;java;zdalna;B/D;8000.0;10000.0;PLN;;0
java developer (mid/senior);Amusys Production Sp. z o.o.;;java;zdalna;B/D;14000.0;22000.0;PLN;;0
java developer (mid/senior);Amusys Production Sp. z o.o.;;java;zdalna;B/D;14000.0;20000.0;PLN;;0
java developer;Flexion Mobile Plc Magyarországi Fióktelepe;;java;zdalna;B/D;7542.0;15084.0;PLN;;0
fullstack developer (java/react);A4BEE Sp. z o.o.;;java;zdalna;B/D;10000.0;18000.0;PLN;;0
java developer;Onelo S.A.;;java;zdalna;B/D;16800.0;25200.0;PLN;;0
senior fullstack java engineer;AVENGA;;java;zdalna;B/D;25200.0;28560.0;PLN;;1
fullstack java mobile developer;Eternis Sp. z o.o. Sp. k.;;java;wrocław;POL;14000.0;20000.0;PLN;;0
senior java developer;Codibly;;java;zdalna;B/D;18816.0;26880.0;PLN;;1
junior software developer;OVOO;;java;kraków;"POL
 + 1";4000.0;7000.0;PLN;;0
remote java developer;DXC Technology;;java;zdalna;B/D;13000.0;18000.0;PLN;;0
remote java developer;AVENGA;;java;zdalna;B/D;18480.0;26040.0;PLN;;0
java software engineer;Motorola Solutions Systems Polska Sp. z o.o.;;java;kraków;POL;8000.0;15000.0;PLN;;0
mid java developer;Acaisoft Poland Sp. z o.o.;;java;zdalna;B/D;13000.0;25000.0;PLN;;0
mid/sr java backend engineer with aws;Syncron Sp. z o.o.;;java;zdalna;B/D;13300.0;23000.0;PLN;;0
java software engineer;Viercode;;java;zdalna;B/D;12000.0;18000.0;PLN;;0
java developer;Itransition;;java;zdalna;B/D;10000.0;20000.0;PLN;;0
java developer (remote);IN Team;;java;zdalna;B/D;11760.0;18480.0;PLN;;0
fullstack developer (java, react);Link Group;;java;zdalna;B/D;13000.0;21000.0;PLN;;0
senior quality assurance engineer;Orca AG;;java;zurich;CHE;31260.0;42982.0;PLN;;1
junior java developer;Codibly;;java;kraków;POL;6888.0;11760.0;PLN;;0
senior java engineer;Link Group;;java;gdańsk;"POL
 + 3";15000.0;21000.0;PLN;;1
remote java engineer;KAFT;;java;zdalna;B/D;20160.0;24360.0;PLN;;0
market risk python/java developer;IDBC Creative Solutions Kft.;;java;budapest;HUN;8799.0;13827.0;PLN;;0
senior fullstack developer;Orca AG;;java;zurich;CHE;31260.0;42982.0;PLN;;1
full stack java developer;OakFusion;;java;zdalna;B/D;15000.0;25000.0;PLN;;0
mid/senior java developer;Dynamic Solutions;;java;debrecen;HUN;22512.0;32088.0;PLN;;0
remote java developer;EXATEL S.A.;;java;zdalna;B/D;12000.0;17000.0;PLN;;0
java developer (mid/senior);BCF Softare Sp. z o. o.;;java;zdalna;B/D;11760.0;20160.0;PLN;;0
java developer;Clurgo Sp. z o.o.;;java;zdalna;B/D;12600.0;18480.0;PLN;;0
java developer;Clurgo Sp. z o.o.;;java;zdalna;B/D;14280.0;19320.0;PLN;;0
junior java developer;KRUK S.A.;;java;zdalna;B/D;6000.0;8000.0;PLN;;0
junior java developer;PRIMIGENIUS;;java;bydgoszcz;POL;3000.0;6000.0;PLN;;0
junior java/html developer (remote);Exorigo-Upos;;java;zdalna;B/D;8000.0;10000.0;PLN;;0
junior java developer;Viercode;;java;zdalna;B/D;7000.0;12000.0;PLN;;0
remote fullstack java engineer;Link Group Sp. z o. o.;;java;zdalna;B/D;25200.0;28560.0;PLN;;0
remote senior java developer;Link Group;;java;zdalna;B/D;25200.0;31920.0;PLN;;0
